cid,text,time,author,channel,votes,replies,photo,heart,reply,time_parsed,paid
Ugx-z78NdE-1V6hJxet4AaABAg,"47:51 ggra grafik bohong itu lalu hilanglah temenku satu, alfatihah buat alm",16 menit yang lalu (diedit),@kangjenn2027,UC9LL8uv7MSAmxP0zMvD4pbA,0,,https://yt3.ggpht.com/ytc/AIdro_l2v4hmUbaX02ZKqv3vMAs5jEYUybpasMuHe71waTA=s88-c-k-c0x00ffffff-no-rj,False,False,1750264589.693266,
UgwDXSrCaM7JS8XtfCJ4AaABAg,seorang timothy ronald bisa calm seperti itu didepan mas dedi 😅,16 menit yang lalu,@faris_sandreas,UCHnoNe0VqRVrKhMQFYtlAyA,0,,https://yt3.ggpht.com/Dci4g35zXtrENuGR3a_IlADcnprfBYUXig5aGd-WV7t0G619RnJCZ342TIwUAVmkriWeqJAD8g=s88-c-k-c0x00ffffff-no-rj,False,False,1750264589.696908,
Ugwe7RKd_ftvQq9KcLB4AaABAg,"@TimothyRonald sangat CLAS semoga sehat selalu 🎉❤ terimakasih saya belajar banyak dari anda, terimakasih banyak🙏👍",18 menit yang lalu,@yusufindo_2005,UCe1STirduJ9tB2LTOJ6ya3A,0,,https://yt3.ggpht.com/ytc/AIdro_lqRZjUQGqFYS7hKSU1WRk8nkrLji9YWLIHiCGUZ1Ngh1M=s88-c-k-c0x00ffffff-no-rj,False,False,1750264469.700785,
UgynKN-E8DNFWJYezJd4AaABAg,"Keren banget, penuh ilmu ❤",19 menit yang lalu,@TahuMaria,UCRdTyyVi4TWSfv4FOaSVg-w,0,,https://yt3.ggpht.com/HX0aVsmuasRqfe-kDWbamDbf1LqkY174jc0jbDkq5tbEi-_oLevfSveuZfKEFlgeK-0qP7hP3g=s88-c-k-c0x00ffffff-no-rj,False,False,1750264409.703785,
UgyA0oE7egVYYtY3tN14AaABAg,Emang mantap nih ⚡️էհօɾӠ𝟙𝟙⚡️ depo cepat Wede Kilat  🥳,19 menit yang lalu,@AwanKING-r1p,UCak6NYBiiQt2LtR_h9t3AmA,0,,https://yt3.ggpht.com/AFaCFdBkyYyGQ4kJwPcqlLux8Y-XvE1QGj7tAsREsP7t0xW0_y_rp4ghIbX-ZsxtL6ElJYvi=s88-c-k-c0x00ffffff-no-rj,False,False,1750264409.706873,
UgyrQoEKI_ITzuoo9Sh4AaABAg,"saya telat ketemu dengan orang ini, nyesel juga tidak 5 tahun lalu, tapi walaupun telat saya dengerin konten2nya mencoba pahami dan coba ikuti",21 menit yang lalu,@irawanwendi7305,UCKfA-VGPX1RKB4Q9H4vWdXw,0,,https://yt3.ggpht.com/ytc/AIdro_kpxFCMSSmaL9VL8kbJGNQNJjVEUlC2iJ4p1L4VjjkUVvk=s88-c-k-c0x00ffffff-no-rj,False,False,1750264289.709878,
UgxY0yls2promEhxPk94AaABAg,Mau web G@cr0t Wede secepat Kilat nih⚡️էհօɾӠ𝟙𝟙⚡️brree,22 menit yang lalu,@KINGAWAN-x3n,UCGwbP6lli65lFYdS0ton8Yw,0,,https://yt3.ggpht.com/MGx5OR97UGBeQOq_EvQ2vPoud9GKHZ18kxV25Dunk-EHdcVZD2Mkz_rzJoYpMjdfnlZ5HHR0Ug=s88-c-k-c0x00ffffff-no-rj,False,False,1750264229.714786,
Ugygt-9jqbMazAE0RFV4AaABAg,Tanks bro tim,24 menit yang lalu,@ryanariyanto6735,UCpbL1bSH2tp91hCC8soeTQg,0,,https://yt3.ggpht.com/EqALvKMXvyqWov2h7ubGbtO_chvFYw8dKaBz1H4Ld7RNBbKnBPhyyFTmDJm3fp-MQUOKTXWo=s88-c-k-c0x00ffffff-no-rj,False,False,1750264109.717784,
UgyIuTNPMy1zszQhU4l4AaABAg,Nyuruh jgn nonton konten ..😅 Lah gw khan nonton loe.😊 Bilang aja view netizen ngak dibutuhkan.. Ya udah kita klik dislike aja.. 😮,24 menit yang lalu,@MrGbison,UCNXjWbxqk06Ufuvbq9ueyEA,0,,https://yt3.ggpht.com/ytc/AIdro_k8iiAJCw-3oQSOCa4vcPjmgY1Sdz3ceSxiS0eLElg=s88-c-k-c0x00ffffff-no-rj,False,False,1750264109.720877,
Ugx_bn2jCW-jabYkz2B4AaABAg,TIDAK ADA YANG TIDAK MUNGKIN DI BAWAH MATAHARI INI,28 menit yang lalu,@stupidcrazy693,UCMs9c0tQPtvYBO-0moLdzuQ,0,,https://yt3.ggpht.com/eAWRPYsieCTbqTMbffn2k1j7wXJBB16-rn74GLsi_peGbUsT7NkCgEA34UokIP5saPIRkTJIpw=s88-c-k-c0x00ffffff-no-rj,False,False,1750263869.723791,
UgxMdtojXGkRxH84_o54AaABAg,Temuin sama bg Ferry keren ni bg timoty 🙏,28 menit yang lalu,@xgvkchxhbv9750,UC14z58el7MWthEJyw_zvfYw,0,,https://yt3.ggpht.com/ytc/AIdro_mcsbvslmmrVZpQ7gk38N6n_6GPW3tLwTo4mzunExc5GVuBxwE1QEnGOtQuR5Zhs9jynQ=s88-c-k-c0x00ffffff-no-rj,False,False,1750263870.089358,
Ugyh7IgiE1lOVHXe_X14AaABAg,Om deddy tetep deep talk secara santuy... Dia ingin kuak tujuan sebenernya dari bang timothy. Dia ingin tau visi sebenernya seorang pioner crypto... Thanks untuk klian obrolan ini bermanfaat. Untuk melek teknologi 5-10 tahun kedepan,29 menit yang lalu,@Opick_Dogar,UCAwFqCl57Wh_gDshJXd6v2A,0,,https://yt3.ggpht.com/yr1kE_J6OzBes4x4mYHNS1TAc_jLr980UdV9OE0XjIq7V6Q0Vreg13X5UZWxa1W9vKt7DIJN=s88-c-k-c0x00ffffff-no-rj,False,False,1750263810.101969,
UgyqpQPojMLILdoVavR4AaABAg,"Yusuf hamka ingin membangun 1000 masjid,
TimothyRonald ingin membangun 1000 sekolah,M.",33 menit yang lalu,@Ukhti.1297,UCr8PEuxFyWXnp4d1a7bxE7Q,0,,https://yt3.ggpht.com/eJd3uLqvyVsPRZSo_nmZtc9X6t4MeS6Fkzt5ZoEVSMl9pJkZcsgDS_dMF5-0zzB3jdbUNg8CfA=s88-c-k-c0x00ffffff-no-rj,False,False,1750263570.11,
Ugz9juLfQagvYp1Zd_p4AaABAg,Passs lagi gua beli itu buku 😅,35 menit yang lalu,@jerriboejank,UCywXcs3iagvHme0lGhQtRnw,0,,https://yt3.ggpht.com/1LoLbWddMxlWhwYuKJ1owmvo9Cz0kRp41lzIOJ9KBm5dIiYHldf-jDfceL3DirKSO8Q2szjxfko=s88-c-k-c0x00ffffff-no-rj,False,False,1750263450.118905,
Ugz93Bg-vNG4xjnboB14AaABAg,Lebih baik dkatain mulu sm si timoty dari pada yg lain,35 menit yang lalu,@kenpachizarakhi4292,UCZQ4eg3FzUFSLN2n_f_QhCA,0,,https://yt3.ggpht.com/ytc/AIdro_mm7OlgTf91M-By9nOn6NNE4Hjre29Zfwyiunn7v7gsE88=s88-c-k-c0x00ffffff-no-rj,False,False,1750263450.125901,
Ugw3H4bmJSLhFuYoU354AaABAg,lanjut,36 menit yang lalu,@Prass88,UCsg6ix3FMEQhV3Q5hBVjLAg,0,,https://yt3.ggpht.com/2Ey-nhvgIKvE0H4Oy1aom9T2GV6cM7CuSvVj1Ri9Kl15IB-YcSTt9lpqcM2nPXazqlV0MrxwPXA=s88-c-k-c0x00ffffff-no-rj,False,False,1750263390.132996,
UgywNZiJZpLqEit4mch4AaABAg,Okeh brp,37 menit yang lalu,@prasdw,UC6LaozHpjxU7pIgPX_Znjag,0,,https://yt3.ggpht.com/X5P6B7Mws501PkubfuAoOd2hJL1ks-GirTT9mujp8Tuy_vfl94Td03EESGmxqGaZXdHTnUiVdg=s88-c-k-c0x00ffffff-no-rj,False,False,1750263330.14099,
UgyDIOZnIrG-ShxHhz14AaABAg,Podcast terpanas ni,38 menit yang lalu,@rahmatwijaya9395,UC-HILdEcuwvbQahMakr4hIw,0,,https://yt3.ggpht.com/ytc/AIdro_k1YJndUsLRuV4PK-YUpBILJce5guj3prdwL7YwAoVP4g=s88-c-k-c0x00ffffff-no-rj,False,False,1750263270.150899,
UgxItUXxDN8vGnEB0EV4AaABAg,best podcast❤‍🔥,40 menit yang lalu,@LDNWcoin,UCH3Oj004bBKVPovm1Aw6Prg,0,,https://yt3.ggpht.com/ytc/AIdro_n1hHNFfhXBR4BASbMAHa8CRJOT-_7vV_OG-i3RKWwWIZ-j-3B7Fl4iapOfpamSrb2qYA=s88-c-k-c0x00ffffff-no-rj,False,False,1750263150.1599,
UgzdbCdk5RoEmB3jbMB4AaABAg,Catat 2 tahun : pasti ada yang ngerasain 😂 Mungkin Terra/Luna,46 menit yang lalu,@risanagustian,UCVxcy7IPccXGay1NqONHR6Q,0,1,https://yt3.ggpht.com/T-ETF7HLNl-KayeQQwLXrwVd4lm-hSRFUdTuGiEBNJW-1rn2zsd_V_F2raSyN2eMC-TsGX60oQ=s88-c-k-c0x00ffffff-no-rj,False,False,1750262790.168997,
UgzfCSM9495G7tUIvRl4AaABAg,34:00,49 menit yang lalu,@melejitt,UCm_JodINgwGVWH9nr_AurIQ,0,,https://yt3.ggpht.com/ytc/AIdro_ktIr7gwMtOz3675Jit3PjGyamylceKx-CVweuLBTLe9Tw=s88-c-k-c0x00ffffff-no-rj,False,False,1750262610.176993,
UgyE8l864t-jqWX0dAB4AaABAg,Itu gelas ada isinya ga si!!?,49 menit yang lalu,@NGULISKUY,UC_kCzCuryxq59Om4tRpzD0g,0,,https://yt3.ggpht.com/DjrC9CMGJp68h87tTKbKma9PCLkckpwlvC1hbNgEhdpig1-xG9ERFfXyM5i6N7t9P1pGLZ5Qn4Y=s88-c-k-c0x00ffffff-no-rj,False,False,1750262610.185014,
Ugw7TxrbM1oODHKmgGN4AaABAg,"Gua kira timothy ronald orangnya asbun karen isi kontennya marah2 mulu diawal intron videonya ternyata aslinya cerdas,  dari awal sampe akhir video keren banget banyak pembelajaran yang gua terutama bagian kebijaksaan dan pride full sangat menarik, tapi untuk menit 46.20 terkait masalah kabur aja dulu maaf kak agak koreksi bukan tidak bisa berkompetisi tapi orang-orang yang kabur memiliki skill yang bagus tapi kurang di hargai di Indonesia jadi lebih memilih kabur, bukan tidak bisa bersaing tapi pengaruh orang dalam lebih penting dari pada skill",53 menit yang lalu (diedit),@AbdulMalik-c3i8u,UCpBoL46Ip3VVrdDJqQ5YKwg,0,,https://yt3.ggpht.com/ytc/AIdro_ka_OJb0XNJYDEohFXLN9aw8SQx2wooMyAYwzwnScVwBS5AeOdo4U3-cDL-EXswMyKilw=s88-c-k-c0x00ffffff-no-rj,False,False,1750262370.190025,
UgxEWd98p8YosjkIE3F4AaABAg,Gabung di CicakWin sekarang dan nikmati bonus melimpah sejak deposit pertama,53 menit yang lalu,@DewiFortuna-z7x,UC5dpQ1N22wFFsQ4MknqxGew,0,,https://yt3.ggpht.com/ytc/AIdro_mrjO9OGCV3s4KL5FAO-JkZCuMMdHk-I8doHCLmp6C9osfz_JqGDDAT1lwVBwdRzZ35_w=s88-c-k-c0x00ffffff-no-rj,False,False,1750262370.19402,
Ugyg2ZdpMR1cl8p1qH54AaABAg,"Panjang umur bro tim. Jangan mati dulu, banyak orang butuh orang seperti bro tim.",54 menit yang lalu,@razonmuhaimin,UC-qbv2fxlxQo8jpsWvLvYLg,0,,https://yt3.ggpht.com/_T8tMn0FeEVXlhDSdA29WD3lnGTQOawEvOm223fnM_HIZycfsvCWeMgetstQrD72UCTPOkVDTBs=s88-c-k-c0x00ffffff-no-rj,False,False,1750262310.19886,
UgzQT0SeyVHJrWgjQ9h4AaABAg,2 bro yang pemikiranya 100 tahun kedepan lebih maju kerennn,54 menit yang lalu,@pejuangreceh2292,UCjZkoubx93E-o6UnEvft73g,1,,https://yt3.ggpht.com/y71en5HlwzcCezfbcZ909E3X2vIO1M6aqL0omHt3JjFcZDAqVY6gsndrSNZ1Rttjky2eFQ38sg=s88-c-k-c0x00ffffff-no-rj,False,False,1750262310.202861,
UgzYJAyhflJjyh3e41p4AaABAg,Terima kasih orang baik.. semoga sehat selalu dan bahagia selalu y..,55 menit yang lalu,@sandiabongchannel,UCFciuZvg-44NU3C1oyto-Vw,0,,https://yt3.ggpht.com/ytc/AIdro_lDn2BV2oHLSpru4xyRLgsoKqWKVsG1EZ2x4MvG1BI0fqQ=s88-c-k-c0x00ffffff-no-rj,False,False,1750262250.20686,
UgyqVBD1HZT2BuL_FR94AaABAg,Ini kaya doni salmanan?yg dulu nipu² gt?,57 menit yang lalu,@RizkymuhammadRevansyah,UC7zMoiLH6supQq859itmf_g,0,,https://yt3.ggpht.com/ytc/AIdro_nhoOi8Lhcr7w0l0Ur6N0ern1n6gqe49p8sDZDsXjKezsAllwS3frRAi1p45L_qVDrCfQ=s88-c-k-c0x00ffffff-no-rj,False,False,1750262130.212859,
UgxjR9sen5IRjckQCbR4AaABAg,"Mantap bro tim.
Yang penting jangan masuk politikkkkk 😂",58 menit yang lalu,@riyandisusanto1415,UCs-VLNSSZMCL0sDN-2WhMvA,0,,https://yt3.ggpht.com/ytc/AIdro_nm9b1_xd-skcSitWSSyJ4SewDupYV6LY8Ax44MOYs=s88-c-k-c0x00ffffff-no-rj,False,False,1750262070.220869,
Ugy_d6775OLFq5CUDR54AaABAg,2 panutan bertemu kembali. I like it,59 menit yang lalu (diedit),@FrizkyPramudyawidodo,UCFZTNi4r7IYfUbNfnNm3F9w,0,,https://yt3.ggpht.com/ytc/AIdro_mA2AVFV-qavNRylO-8a4Gy-Z6PmCR1F_ZClH9D2RWiGO4aLpoBwvnFubP3fe06ChSeLA=s88-c-k-c0x00ffffff-no-rj,False,False,1750262010.225914,
UgzdbCdk5RoEmB3jbMB4AaABAg.AJWaRKdN8-LAJWeV3rkpp0,hadir. ftx hadir juga wkwkwk,10 menit yang lalu,@aboutblank3418,UCpZssWo9kb8cIBaAVc8_dxQ,0,,https://yt3.ggpht.com/ytc/AIdro_n_1HNL27c_LVipDNCkqO17_-UahYToYFaE3p4_uONScA=s88-c-k-c0x00ffffff-no-rj,False,True,1750264950.448218,
UgwmGKM1hoFTzVR5BMB4AaABAg,(っ◔◡◔)っ ♥ Semakin Gacor Habis di 𝐂𝐈𝐂𝐀𝐊𝐖𝐈𝐍♥,1 jam yang lalu,@Irwan-m2j,UCpc12783Tct2YNbdxXBCA8A,0,,https://yt3.ggpht.com/hG1PKalvqkzGED8JL570Q_iZGa07yltIQ7AbtbH0EoT71g39ZJCOlqvBYqok5bsqBLntjHFcaQ=s88-c-k-c0x00ffffff-no-rj,False,False,1750261950.788751,
UgxO0RXAjVdtFC8ZHMx4AaABAg,1:02:55😂,1 jam yang lalu,@ghzfdlh8424,UCnC--9rEJgd6qVrSbaLmftw,0,,https://yt3.ggpht.com/ytc/AIdro_mI5ZNSSE9ZdDD9c8NHWOlzvigf0ELf6uWJUamAlqFLChQ=s88-c-k-c0x00ffffff-no-rj,False,False,1750261950.796669,
UgwnwBbJSiERnwRqsaF4AaABAg,Undang dr Ryu donk om,1 jam yang lalu,@adisusanto3452,UCWgUcptnkwvoqJV_KdPZytw,0,,https://yt3.ggpht.com/ytc/AIdro_ms6NiBdJANd7lk2hRjeJOecakRVYbWQeapVG82lL0=s88-c-k-c0x00ffffff-no-rj,False,False,1750261950.803285,
Ugz7by8uxQsVPQUcHk54AaABAg,"Anjirrrt gw nontonn GK kerasa trnyata no skip,, gokilllll",1 jam yang lalu,@NOEGAMING11,UC6Ld1KPNKGl8dS-Qiyjy77A,0,,https://yt3.ggpht.com/GD9BsiEPWojtYSrkb5WZ7B0hmk1cyGm-KBZEUCdP1kDphk1YBDsurRefdMu7I0B7NEfqHRRAXA=s88-c-k-c0x00ffffff-no-rj,False,False,1750261950.810399,
UgzR_D0IRKLZ0KCijkx4AaABAg,Timothy Ronald  punya pemikiran untuk mendidik bangsa menjadi pandai dan berpendidikan semoga mendapat hidayah untuk masuk Islam supaya Islam di Indonesia makin kuat,1 jam yang lalu,@GusionMlbb-x7u,UC_bMPlahjGPE5_E2reSN0tw,0,,https://yt3.ggpht.com/_JrFydm4ALnZgc7zcBuvC2hcthvYosdXr407eQS2PjrISA4qgpSZ4BBzPdaJB3J_SzhUBoF9=s88-c-k-c0x00ffffff-no-rj,False,False,1750261950.818296,
Ugz4yzOiIgzBXEDgtxN4AaABAg,om ded ga ada niatan main kekantor akademicyrpto,1 jam yang lalu,@Rino-bl3xc,UCuiEC8kb4kDknPXvtRXow-A,0,,https://yt3.ggpht.com/ytc/AIdro_nda3NuW4HXFz11TFja6elUTDgEB9wuwjLWBcCho3VqWai3G3DxOL09_d1cje349l3kKw=s88-c-k-c0x00ffffff-no-rj,False,False,1750261950.825286,
Ugz4Tjo-rqN3uw4gssR4AaABAg,"Masukan untuk yg bilang kabur aja dlu salah..  di indonesia mau jadi tukang sampah aja susahnya  dan saingannya banyak banget, hasilnya juga ga bisa untuk hidup.. 
Di eropa.. kerja jadi tukang sampah bs punya rumah layak, bisa makan cukup, kerja cm maksimal 10 jam sehari..  

Tukang sampah sebulan 30 juta
Insinyur 90 juta sebulan
Insinyur  cm 3x gajinya tukang sampah

Di indonesia
Tukang sampah 1 juta sebulan
Insinyur 15 juta sebulan..
Insinyur 15 x gajinya tukang sampah",1 jam yang lalu,@jtch-gg1qh,UCDZ_pan9njGrhTHXo6kCOrw,0,,https://yt3.ggpht.com/ytc/AIdro_kOOLIigfvMz9ZlDdOmFc4lqtzH7wxlZdoCYDP7ifUXkQ3hXkw8mu_uMfrumF9h8n3N1w=s88-c-k-c0x00ffffff-no-rj,False,False,1750261950.831282,
Ugy5OBm9JPkKNnEjUxF4AaABAg,PLEASE put subtitles om <3,1 jam yang lalu,@monstazar,UClKXqhYA4h0F-Zmeutf85Gg,0,,https://yt3.ggpht.com/ytc/AIdro_mLrdnjh_N5B44xnca3KuO3isie2p9rbqTISf4_OaCDDEyPklScQkM-OYTfcVeDcZwHAg=s88-c-k-c0x00ffffff-no-rj,False,False,1750261950.8363,
Ugzv1KfZ_ZeRG2QpAKF4AaABAg,"Mau merubah indonesia menjadi maju pasti dimulai dari orgnya. Nahh, dedi mulyadi udh bener nih, org yg ga ngerti begitu hrs mau di vasektomi. Itu udh jalan paling bener, agak krg etis TAPI indonesia dijamin bisa lebih baik kedepannya. Kedua, agama-agama hrs di kontrol. Agama itu berbahaya kalo di tangan org yg salah buat si misionaris.",1 jam yang lalu,@ronlyon4645,UCDEFGU6KcKQjQclG27UPvag,0,,https://yt3.ggpht.com/ytc/AIdro_m4h6h8DewevMxYpreW_fRC50_inpdutjk2tUj89aYffX0=s88-c-k-c0x00ffffff-no-rj,False,False,1750261950.840293,
UgwI27RNyyPjOzJmuR14AaABAg,Mntap,1 jam yang lalu,@dedixraya6354,UC7_F9-QOBZDp9IzKmuTVG7w,0,,https://yt3.ggpht.com/ytc/AIdro_nT3zFQ7-cPTZw3hTuIdmw5R6OEuiRLTSy0ubTNPy-57-w=s88-c-k-c0x00ffffff-no-rj,False,False,1750261950.845287,
UgztyyPKNtItGMrWKe94AaABAg,Wow NTT,1 jam yang lalu,@YoutubeZZer,UCd-IJIRmWDasTV5ecMILOUQ,0,,https://yt3.ggpht.com/qLre9WRY2n67oId80DL40g71oxoTc15YwkQ254RaGQvCGnEkg3Jmx7mKa5KzTkn37tbpg26ogvw=s88-c-k-c0x00ffffff-no-rj,False,False,1750261950.84838,
UgylzQSvMlUnQ7PGfhx4AaABAg,"lah Timoty kan ngakunya all in BTC, kok skrg bilangnya diversifikasi ke semua asset class... bond usd pula? bknnya pernah ngetawain orang yg beli obligasi ya",1 jam yang lalu,@tokogamecom,UCifxr372uuoJ3eG8phEYf4g,0,,https://yt3.ggpht.com/4grek6YT6L95Lz45zVGibDriYNsxoJu28Yh04gzWJAr7xTWXoy1RyWM_w4olrXvJznHZuajonpo=s88-c-k-c0x00ffffff-no-rj,False,False,1750261950.852331,
UgwgIwcrB7b5oPmiK2t4AaABAg,"Timothy di channel lain 🤓🌻🙏
Timothy di channelnya sendiri 🤬👺🐒",1 jam yang lalu,@bilhaq5191,UCsqfM9dCJtkNwWxId09rd1w,1,,https://yt3.ggpht.com/ytc/AIdro_m2Ge7VjSnfRaloOYMMZMV8Tr7rSbnbfdrt4DxyrDbySng=s88-c-k-c0x00ffffff-no-rj,False,False,1750261950.856284,
UgxaDK9OyseKz6w0KRB4AaABAg,😊,1 jam yang lalu,@mochabdulmalik3883,UC5wCbm4cC8sLmkBgwFPDf7Q,0,,https://yt3.ggpht.com/ytc/AIdro_nuKXS1kUfRu8URmAKUbzuj8A1jdu3p2LzdvqSxYfUoLg=s88-c-k-c0x00ffffff-no-rj,False,False,1750261950.860371,
UgzLEWCtTQ7700Inl-l4AaABAg,kek beda banget isi nya ama podcast densu,1 jam yang lalu,@NeoFakta-00,UCbAzin5UEZJlwSOfRwKwoxw,0,,https://yt3.ggpht.com/f5K9QZGDtrhBrGM3uykj-UtYt2AOv0UVcLD_q7B4HAnGsAKY-rHtL9UvwgKc0aNWkKKqaW3tSNA=s88-c-k-c0x00ffffff-no-rj,False,False,1750261950.86436,
UgyRLGcTMLB9lmHdLhl4AaABAg,Timothy keren banget sih 🎉🎉🎉🎉🎉🎉🎉,1 jam yang lalu,@sahabatkepo,UCFZgoCT3SNeRPPaOjcoHG-w,0,,https://yt3.ggpht.com/LTlv9mZ3xqXTsPSsjwyxnWwl9bngUwZ_G9fx3xhon9P6iBNqwLbhIUPE-luWwteZ5TWPvkQmm4g=s88-c-k-c0x00ffffff-no-rj,False,False,1750261950.868284,
UgyslNkiS-PgyZGAF_14AaABAg,Semangat terus berbuat baik 🙌,1 jam yang lalu,@swarmansiahaan6692,UCVip7Qyo2BToHopqYCu2_ZA,0,,https://yt3.ggpht.com/ytc/AIdro_m9cv9dMyzRla7Gq8sSZNUQKSQPOlfqkVAGXUzRE-VgyhWD=s88-c-k-c0x00ffffff-no-rj,False,False,1750261950.871288,
UgxWTEUlFQoq7CGq2mJ4AaABAg,"Pinternya om ded, dia tau kalo timoty lg naik"" dia undang lagi",1 jam yang lalu,@ASpotongRambut,UCncL2sYC4KuEqs8G8uRVu_g,0,,https://yt3.ggpht.com/CePcY4kR8Qs2ef1aYbjr7qvDP-q9FQHKYzUee9LKX6nu66ACg3ZirWuADnKKK_ioMqjl_e31=s88-c-k-c0x00ffffff-no-rj,False,False,1750261950.875283,
