cid,text,author,time,votes,replies,sentiment,pos_score,neg_score,neu_score,compound_score,text_length
UgyIuTNPMy1zszQhU4l4AaABAg,Nyuruh jgn nonton konten ..😅 Lah gw khan nonton loe.😊 Bilang aja view netizen ngak dibutuhkan.. Ya udah kita klik dislike aja.. 😮,@MrGbison,24 menit yang lalu,0,,Negatif,0.0,0.11,0.89,-0.3818,129
Ugx_bn2jCW-jabYkz2B4AaABAg,TIDAK ADA YANG TIDAK MUNGKIN DI BAWAH MATAHARI INI,@stupidcrazy693,28 menit yang lalu,0,,Positif,0.0,0.0,1.0,0.0,50
UgxMdtojXGkRxH84_o54AaABAg,Temuin sama bg Ferry keren ni bg timoty 🙏,@xgvkchxhbv9750,28 menit yang lalu,0,,Positif,0.0,0.0,1.0,0.0,41
Ugyh7IgiE1lOVHXe_X14AaABAg,Om deddy tetep deep talk secara santuy... Dia ingin kuak tujuan sebenernya dari bang timothy. Dia ingin tau visi sebenernya seorang pioner crypto... Thanks untuk klian obrolan ini bermanfaat. Untuk melek teknologi 5-10 tahun kedepan,@Opick_Dogar,29 menit yang lalu,0,,Positif,0.079,0.0,0.921,0.4404,232
UgyqpQPojMLILdoVavR4AaABAg,"Yusuf hamka ingin membangun 1000 masjid,
TimothyRonald ingin membangun 1000 sekolah,M.",@Ukhti.1297,33 menit yang lalu,0,,Positif,0.0,0.0,1.0,0.0,86
Ugz9juLfQagvYp1Zd_p4AaABAg,Passs lagi gua beli itu buku 😅,@jerriboejank,35 menit yang lalu,0,,Positif,0.0,0.0,1.0,0.0,30
Ugz93Bg-vNG4xjnboB14AaABAg,Lebih baik dkatain mulu sm si timoty dari pada yg lain,@kenpachizarakhi4292,35 menit yang lalu,0,,Positif,0.0,0.0,1.0,0.0,54
Ugw3H4bmJSLhFuYoU354AaABAg,lanjut,@Prass88,36 menit yang lalu,0,,Positif,0.0,0.0,1.0,0.0,6
UgywNZiJZpLqEit4mch4AaABAg,Okeh brp,@prasdw,37 menit yang lalu,0,,Positif,0.0,0.0,1.0,0.0,8
UgyDIOZnIrG-ShxHhz14AaABAg,Podcast terpanas ni,@rahmatwijaya9395,38 menit yang lalu,0,,Positif,0.0,0.0,1.0,0.0,19
UgxItUXxDN8vGnEB0EV4AaABAg,best podcast❤‍🔥,@LDNWcoin,40 menit yang lalu,0,,Positif,0.808,0.0,0.192,0.6369,15
UgzdbCdk5RoEmB3jbMB4AaABAg,Catat 2 tahun : pasti ada yang ngerasain 😂 Mungkin Terra/Luna,@risanagustian,46 menit yang lalu,0,1.0,Positif,0.0,0.0,1.0,0.0,61
UgyE8l864t-jqWX0dAB4AaABAg,Itu gelas ada isinya ga si!!?,@NGULISKUY,49 menit yang lalu,0,,Positif,0.0,0.0,1.0,0.0,29
Ugw7TxrbM1oODHKmgGN4AaABAg,"Gua kira timothy ronald orangnya asbun karen isi kontennya marah2 mulu diawal intron videonya ternyata aslinya cerdas,  dari awal sampe akhir video keren banget banyak pembelajaran yang gua terutama bagian kebijaksaan dan pride full sangat menarik, tapi untuk menit 46.20 terkait masalah kabur aja dulu maaf kak agak koreksi bukan tidak bisa berkompetisi tapi orang-orang yang kabur memiliki skill yang bagus tapi kurang di hargai di Indonesia jadi lebih memilih kabur, bukan tidak bisa bersaing tapi pengaruh orang dalam lebih penting dari pada skill",@AbdulMalik-c3i8u,53 menit yang lalu (diedit),0,,Positif,0.028,0.0,0.972,0.34,551
UgxEWd98p8YosjkIE3F4AaABAg,Gabung di CicakWin sekarang dan nikmati bonus melimpah sejak deposit pertama,@DewiFortuna-z7x,53 menit yang lalu,0,,Positif,0.259,0.0,0.741,0.5423,76
Ugyg2ZdpMR1cl8p1qH54AaABAg,"Panjang umur bro tim. Jangan mati dulu, banyak orang butuh orang seperti bro tim.",@razonmuhaimin,54 menit yang lalu,0,,Positif,0.0,0.0,1.0,0.0,81
UgzQT0SeyVHJrWgjQ9h4AaABAg,2 bro yang pemikiranya 100 tahun kedepan lebih maju kerennn,@pejuangreceh2292,54 menit yang lalu,1,,Positif,0.0,0.0,1.0,0.0,59
UgzYJAyhflJjyh3e41p4AaABAg,Terima kasih orang baik.. semoga sehat selalu dan bahagia selalu y..,@sandiabongchannel,55 menit yang lalu,0,,Positif,0.0,0.0,1.0,0.0,68
UgyqVBD1HZT2BuL_FR94AaABAg,Ini kaya doni salmanan?yg dulu nipu² gt?,@RizkymuhammadRevansyah,57 menit yang lalu,0,,Positif,0.291,0.0,0.709,0.3527,40
UgxjR9sen5IRjckQCbR4AaABAg,"Mantap bro tim.
Yang penting jangan masuk politikkkkk 😂",@riyandisusanto1415,58 menit yang lalu,0,,Positif,0.0,0.0,1.0,0.0,55
Ugy_d6775OLFq5CUDR54AaABAg,2 panutan bertemu kembali. I like it,@FrizkyPramudyawidodo,59 menit yang lalu (diedit),0,,Positif,0.385,0.0,0.615,0.3612,36
UgzdbCdk5RoEmB3jbMB4AaABAg.AJWaRKdN8-LAJWeV3rkpp0,hadir. ftx hadir juga wkwkwk,@aboutblank3418,10 menit yang lalu,0,,Positif,0.0,0.0,1.0,0.0,28
UgwmGKM1hoFTzVR5BMB4AaABAg,(っ◔◡◔)っ ♥ Semakin Gacor Habis di 𝐂𝐈𝐂𝐀𝐊𝐖𝐈𝐍♥,@Irwan-m2j,1 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,42
UgwnwBbJSiERnwRqsaF4AaABAg,Undang dr Ryu donk om,@adisusanto3452,1 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,21
Ugz7by8uxQsVPQUcHk54AaABAg,"Anjirrrt gw nontonn GK kerasa trnyata no skip,, gokilllll",@NOEGAMING11,1 jam yang lalu,0,,Negatif,0.0,0.216,0.784,-0.296,57
UgzR_D0IRKLZ0KCijkx4AaABAg,Timothy Ronald  punya pemikiran untuk mendidik bangsa menjadi pandai dan berpendidikan semoga mendapat hidayah untuk masuk Islam supaya Islam di Indonesia makin kuat,@GusionMlbb-x7u,1 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,165
Ugz4yzOiIgzBXEDgtxN4AaABAg,om ded ga ada niatan main kekantor akademicyrpto,@Rino-bl3xc,1 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,48
Ugz4Tjo-rqN3uw4gssR4AaABAg,"Masukan untuk yg bilang kabur aja dlu salah..  di indonesia mau jadi tukang sampah aja susahnya  dan saingannya banyak banget, hasilnya juga ga bisa untuk hidup.. 
Di eropa.. kerja jadi tukang sampah bs punya rumah layak, bisa makan cukup, kerja cm maksimal 10 jam sehari..  

Tukang sampah sebulan 30 juta
Insinyur 90 juta sebulan
Insinyur  cm 3x gajinya tukang sampah

Di indonesia
Tukang sampah 1 juta sebulan
Insinyur 15 juta sebulan..
Insinyur 15 x gajinya tukang sampah",@jtch-gg1qh,1 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,475
Ugy5OBm9JPkKNnEjUxF4AaABAg,PLEASE put subtitles om <3,@monstazar,1 jam yang lalu,0,,Positif,0.664,0.0,0.336,0.7125,26
Ugzv1KfZ_ZeRG2QpAKF4AaABAg,"Mau merubah indonesia menjadi maju pasti dimulai dari orgnya. Nahh, dedi mulyadi udh bener nih, org yg ga ngerti begitu hrs mau di vasektomi. Itu udh jalan paling bener, agak krg etis TAPI indonesia dijamin bisa lebih baik kedepannya. Kedua, agama-agama hrs di kontrol. Agama itu berbahaya kalo di tangan org yg salah buat si misionaris.",@ronlyon4645,1 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,337
UgwI27RNyyPjOzJmuR14AaABAg,Mntap,@dedixraya6354,1 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,5
UgztyyPKNtItGMrWKe94AaABAg,Wow NTT,@YoutubeZZer,1 jam yang lalu,0,,Positif,0.792,0.0,0.208,0.5859,7
UgylzQSvMlUnQ7PGfhx4AaABAg,"lah Timoty kan ngakunya all in BTC, kok skrg bilangnya diversifikasi ke semua asset class... bond usd pula? bknnya pernah ngetawain orang yg beli obligasi ya",@tokogamecom,1 jam yang lalu,0,,Positif,0.091,0.0,0.909,0.3612,157
UgwgIwcrB7b5oPmiK2t4AaABAg,"Timothy di channel lain 🤓🌻🙏
Timothy di channelnya sendiri 🤬👺🐒",@bilhaq5191,1 jam yang lalu,1,,Positif,0.0,0.0,1.0,0.0,62
UgzLEWCtTQ7700Inl-l4AaABAg,kek beda banget isi nya ama podcast densu,@NeoFakta-00,1 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,41
UgyRLGcTMLB9lmHdLhl4AaABAg,Timothy keren banget sih 🎉🎉🎉🎉🎉🎉🎉,@sahabatkepo,1 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,32
UgyslNkiS-PgyZGAF_14AaABAg,Semangat terus berbuat baik 🙌,@swarmansiahaan6692,1 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,29
UgxWTEUlFQoq7CGq2mJ4AaABAg,"Pinternya om ded, dia tau kalo timoty lg naik"" dia undang lagi",@ASpotongRambut,1 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,62
Ugwu2ji3vu_2Syunfal4AaABAg,Top is near,@umposaham,1 jam yang lalu,0,,Positif,0.474,0.0,0.526,0.2023,11
Ugy4HpxelI63Xy7qagJ4AaABAg,om ded motong omongan trs deh😭,@ellaello5816,1 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,30
UgwIptYpcoaGlhy-COV4AaABAg,"Nonton beneran ga kerasa ,karna lawan bicara nyambung,dan saling berbagi dan menggali,bener bener menarik",@melkipabeng,1 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,105
UgxKVCe2Nl71i5cCbFR4AaABAg,Love timothy dan om botak kaya leci❤,@Cici_Mei-5,1 jam yang lalu,0,,Positif,0.412,0.0,0.588,0.6369,36
UgymwSvhLUgUtJa6b894AaABAg,Volume gw udh 100% om ded stiap podcast kok ada sih part yg sperti bisik bisik .... Jelas dong om ded suaranya,@bang_ferss86,1 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,110
UgyIS11Qeor1VD5Ys494AaABAg,Kok pas sama willie salim beda OM😂,@rdnhisyam,1 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,34
UgzpAXF93C-Q8cBqKPF4AaABAg,hahaha 🤑💸💵💴💶💰💳,@ekohamazon5486,1 jam yang lalu,0,,Positif,0.783,0.0,0.217,0.5574,14
UgxtNWP0kfPqmDX2HcF4AaABAg,"Ini hebatnya Dedi, jujur gw gak trlalu suka sm Dedi gak tau knapa tp dia selalu membuat dia membawa org² yg membuat sy suka sm dia.. b4ngs4t emang dia 😅😅😅",@AlexSandro-xx6cy,1 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,154
UgwUnyhQqbS0CHNq_k14AaABAg,"2 orang cerdas saling bertukar pikiran dalam satu meja, pikiran ane masih nge lag ngikutin beberapa maksud dari mereka",@FROSBEAM,1 jam yang lalu,0,,Negatif,0.0,0.124,0.876,-0.34,118
UgzqxRVVFuidy39mpUZ4AaABAg,Ha💵Ha💵Ha💵Ha💵,@HafizFauzan-f1i,1 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,12
UgwQBtlVwHPCsw6PxyR4AaABAg,Menit 24 keatas mulai seru obrolan nya😂,@fumemov116,1 jam yang lalu,1,,Positif,0.0,0.0,1.0,0.0,39
UgxfJ4iqRG27PYhtrZt4AaABAg,"This is one of indonesian people needs, Financial literacy. And it starts from this podcast",@GuruAbad21,1 jam yang lalu (diedit),0,,Positif,0.0,0.0,1.0,0.0,91
UgwmE5dzxH3tVkoCbhp4AaABAg,Kombinasi miskin🥺,@SentosaJaya-n8x,1 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,17
Ugx9ZHbgo5A5jEl4obJ4AaABAg,"Uang enggak dibawa mati, tapi dengan banyak uang bisa bantu banyak orang. 🌟",@CeritaAcyd,1 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,75
UgwG4eVYnJiwfOJttFp4AaABAg,P,@mebyu7372,1 jam yang lalu,0,,Positif,0.0,0.0,0.0,0.0,1
Ugz8PF2goTpiZmaeeIR4AaABAg,Bungkarno  pernah berkata beri aku 10 pemuda maka akan aku goncang dunia seandainya pemuda pemuda Indonesia punya semangat juang  seperti timoty Ronald yg mau perjuang dan hartanya untuk  pendidikan anak anak Indonesia semoga terwujud 1000 sekolah bahkan lebih untuk masa depan bangsa dan negara ini lah pahlawan di Ra sekarang,@muhfitrahmuhfitrahalfatih,1 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,327
Ugxc_UWex_sqC62l8HV4AaABAg,"Om ded ""Keluarga lu yang dulu jauh tiba2 deket?"". Tim ""Oh klu itu gua emang jaga jarak dulu"" wkwkwkwk. Inspiring podcast. Thanks om ded and bro Timoty",@GuruAbad21,2 jam yang lalu (diedit),0,,Positif,0.186,0.0,0.814,0.6908,150
UgwCGelXVDoTdjfPnjl4AaABAg,"Gw pernah baca artikel, ada penelitian semenjak munculnya sosmed , ada virus ""KECONGAKAKAN"" yang secara terselubung banyak orang terkena itu , mana dampak dari sosmed ini bisa mempengaruhi orang dari banyak faktor psikologis . 

Salah satu dampaknya bisa menjadikan orang menjadi arogan , hingga sangat mudah meremehkan orang dan menolak kebenaran",@kangofiq8407,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,347
Ugx15lcbRX2sc0b6dmB4AaABAg,"Penting..""pekerjaan makin sulit karena perusahaan makin efisien""",@SentosaJaya-n8x,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,64
UgyBfolswsarpL8p_Ch4AaABAg,mantappp,@agungmadhani8680,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,8
UgzvgRfClAXsnNJfZ1N4AaABAg,"Selain dengan dokter tirta, gw juga suka paodcast ini",@yabintherik3442,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,53
UgyT1gs6Y9gmnsLhumV4AaABAg,Full daging inimah,@crovty_16,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,18
UgyZjE8avbQZbnh39814AaABAg,Calon mentri ekonomi atau pendidikan dan sekretaris negara,@bambangsukir6447,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,58
Ugx_OmvE-sIQk4F6RyV4AaABAg,Ngonmongin apaan sih,@Icchichanel,2 jam yang lalu,0,1.0,Positif,0.0,0.0,1.0,0.0,20
UgyHehQVB-oOMs9Rl6R4AaABAg,"Bang bangun sekolah di Papua bang , disini butuh sekolah bang",@_MRK_ArielRizkyPutraB,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,61
UgxODqVUxXfUCFG-KUN4AaABAg,Trimakasih Orang Baik,@Iqlaptopjogja,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,21
Ugwdi39ZmsClH5WYm1h4AaABAg,"Asli mata melek nonton Obrolan ini, betul"" sudah melalui banyak penelitian, experience dibanding kita yang hanya bisa menjudge, semoga kita tetap ingin imrpove diri dan semoga niat baik mereka tercapai ditahun"" yang akan datang, semakin sukses🔥",@hendraaryadin1624,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,244
Ugxpo2imzNeVKiXx21B4AaABAg,Jangan lihat siapa yg berbicara. Tapi dengarkan apa yg dibicarakan,@aditthepublic2279,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,66
UgynU4VdvHMhdS0HsvJ4AaABAg,Nganggu fokus,@bambangsukir6447,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,13
UgyYKc9RjNKztuaN7mp4AaABAg,Jam digital bikin risih,@bambangsukir6447,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,23
UgzpfHaJUxPdTa88YKd4AaABAg,"ketika orang cerdas ketemu orang cerdas🗿, asli seru banget pembahasanya",@bangstories969,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,71
UgwVitTdb0povTa3Fed4AaABAg,y,@dermawanbuulolo,2 jam yang lalu,0,,Positif,0.0,0.0,0.0,0.0,1
UgzsEkQ3Q0FumQcUgWd4AaABAg,"2 orang pintar ini kerasa banget gap generationnya, om ded mencoba mengikuti alur pikiran gen-Z sdngkan timoty ttp dijalurnya.",@rendyyusuf6205,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,126
UgzrtTql-02AvB_EZy14AaABAg,"Kalau guru tk sebetulnya ada opsi drpd lewat foundation² yg bertele² kalau ditaruh ke lokasi ga sampai.
Saran, dekati pemkab yg jaraknya dekat dg lokasi sekolah. Filter guru² tk yg sudah ada dan buka rekrut dg gaji tinggi serta fasilitas mumpuni serta jalankan roster 3 bln on board 3 bln off. Saya yakin, mas bakal nemu kandidat guru yang siap tempur. (Muliakan gurunya, pasti akan dapat yg sesuai kita inginkan).",@mrhendrosh,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,414
UgxmOlgenFsv2ABbNAt4AaABAg,Bang ded bantu start up game developer gw dong,@sammulia5483,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,46
UgwbjcyQ_icWgPEdq3d4AaABAg,"Anak muda dengan kebangganya yang sangat luar biasa
Kebahagiaan nya datang sampai hari tua",@muhlis0259,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,90
Ugy-hhMbQM6AeaXXWRp4AaABAg,hahahahaha💸💸💸💸💸,@RizkiMaulana-zm5jf,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,15
UgydhRODitMDGyPdBDZ4AaABAg,"Ternyata goal sy & Timothy sama, membangun SDM indonesia yang jauh lebih baik mendirikan lembaga pendidikan yg berkwalitas yg banyak, semoga bs terwujud",@AlexSandro-xx6cy,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,152
UgxdNxhuSqLUWQT_zEh4AaABAg,Timothy ronald mengubah hidup gua cara memandang sistem dunia !,@ikspi5960,2 jam yang lalu,1,,Positif,0.0,0.0,1.0,0.0,63
Ugx_OmvE-sIQk4F6RyV4AaABAg.AJWRlfp-llYAJWSNz7-l74,Bapaklu,@12scito16,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,7
UgwCnZVXuh1PzvrX8lZ4AaABAg,BB,@ernanovitasari9629,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,2
Ugxc00q91jj-2Pjc8QN4AaABAg,"Saya nonton dari awal tanpa skip, terimakasih ilmu nya🙌🙏🏻👍🔥",@rohandrawahyudi8937,2 jam yang lalu,1,,Positif,0.0,0.0,1.0,0.0,59
UgzT_20T56LINx2Bf0N4AaABAg,Dedy kenapa kaya nyecer si timothy dah?,@nurulfadilahh,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,39
UgzOnzqVlo8JlOOwNXl4AaABAg,"heii ini knp aku merasa vibes om deddy dsini super duper calm yaaa, kinda weird but good tho",@hida1101,2 jam yang lalu,0,,Positif,0.332,0.053,0.615,0.7469,92
Ugw_QcOsLbCv31wft3V4AaABAg,He's genius,@khoirulrozi6210,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,11
UgzbI3w3VcCZPIcn4V54AaABAg,Pak prabowo ini liat ada anak muda yg luar biasa. Tolong di jaga.,@coboy7427,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,65
UgyNfKAlF46iNwgmNoV4AaABAg,Timithy ronald adalah sebuah anak berharga di indonesia bersyukur banget punya anak muda sprti ini,@Funnyhove,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,98
UgzSCUyTXgqmn5UP36h4AaABAg,Harta tahta wanita akan hilang tapi ilmu yang bermanfaat akan berguna sampai kita ke alam kemantian,@dchanel9069,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,99
UgzYTPBpkBYPPhSwvP54AaABAg,sena warna opo bos.,@ASety-q5m,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,19
Ugz-G4bBBon4ZukyK6d4AaABAg,"JUJUR ! Baru kali ini aku mau komen di sosmed . Biasanya aku focus denger dan liat . Tpi kek unek unek ini pengin ku sampaikan gtu , even cuman tulisan tapi setidaknya bisa melegakan apa yg akan aku sampaikan . 
Point nya cuman gini 
“ Timothy Ronald , sebenrnya di Indonesia ini banyak bgt org kaya , org baik dan org bijaksana seperti kamu ronald , mereka juga sudah melaksanakan menjalankan apa yg seperti km lakukakn ( bagun sekolah misalnya , membantu jum’at berkah , membantu sesama yg dlm keadaan sulit ) percayalah itu emg tidak membuat kita miskin . Tapi membuat kita CAPEK !!! Wajar ronald ini bilang PESIMIS ! Karna kita yg org baik org kaya orang bijak berusaha bantu untuk perkembangan SDM manusia yg jauh lebih baik . Di mulai dri TK tpi kalau gurunya aja begitu yaa sama aja !!! CAPE kan muter muternyab? Kalo kita benahi dri bawah dan ibaratnya guru sebagai panutannya aja blm bener sama aja ! PESIMIS kan ? Makanya kenapa banyak org kaya yg sekarang CUEK bukan karna mereka ga PEDULI . Mereka CAPEK 😭😭😭😭😭 . Contoh kan dia bilang jum’at berkah di tungguin karna emg sudah pasti ada jdwalnya . Dan aku yakin setiap bulannya akan semakin bertambah , bukan malah semakin berkurang yg ngantri jum’at berkah . Ngeri kan thats the point nya 😭😭😭😭 . Dh itu aja",@LianaBackhir,2 jam yang lalu,2,,Positif,0.0,0.0,1.0,0.0,1268
UgwIbo5lpVJNlgxUt594AaABAg,podcast terbaik di indonesia timoty ronal,@ASety-q5m,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,41
UgysgsUYNIQ37W27bT14AaABAg,"Timoty bener2 aset negara sih menurut gua,",@ganteng-o4p,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,42
UgwbBO-tasOvto9jKVJ4AaABAg,"baru nonton sampai 0:39 aku sudah tau isi podcast ini, dan aku tutup",@remsky-l2x,2 jam yang lalu,1,,Positif,0.0,0.0,1.0,0.0,68
Ugznfjgv1ElkCzNmvNx4AaABAg,Oooooo Ironman yg ditambahin...,@muhammadaqlysatyawan8924,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,31
Ugx3lPnQbNUBy206vGN4AaABAg,Thanks Bro ~,@AldiElNoeha,2 jam yang lalu,0,,Positif,0.744,0.0,0.256,0.4404,12
Ugyco_0KN1J-RfD0_iF4AaABAg,ngomong opo Iki...tak turu ae,@gladysmardiana2550,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,29
UgzaBcylsDXeNr9cD_h4AaABAg,a visioner young talented man,@dokumentasicibuburmengaji,2 jam yang lalu,0,,Positif,0.524,0.0,0.476,0.5106,29
Ugy960wX18a_4rPyyg54AaABAg,Orang yang gw anggap jenius aja masih belajar sama Timothy Ronald...,@emgeeattazixy7254,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,68
Ugw6jhARBdG_cjDjZr94AaABAg,Aku malas doang persaan 😂😂 Bissmillah lancar lh smua keinginan orng² yg ada disni❤,@EvieDwi-qo6hx,2 jam yang lalu,0,,Positif,0.0,0.0,1.0,0.0,82
